"G-MIDE 05-Sep-04 Frame Layout: BMI3211 (V0.02) Format: Flight Ops Event (V0.01)"
"Frame-SF","Time","Status","Parameter not present","PFD Selected Speed","Altitude (1013.25mb)","Parameter not present","Radio Altitude 1","Parameter not present","Computed Airspeed","Ground Speed","Magnetic Heading","Roll Angle +=RWD","","EPR Actual Eng 1","EPR Actual Eng 2","Pitch Angle +=N/UP","","","","Land Gear Squat Switch - LH","Elevator Pos LH +=UP","Elevator Pos RH +=UP","Rudder Position","","Normal Acceleration","","","","","","","","Spoiler Pos LH 2","Spoiler Pos LH 4","Spoiler Pos LH 5","True Air Temp","Lateral Acceleration","","","","LongAcc","","","","Flap Angle","Slat Position","Glideslope Deviation 1","Localizer Deviation 1","ATS Engaged","A/P 1 Engaged","A/P 2 Engaged","Parameter not present","Reverser Deployed Eng 1","Reverser Deployed Eng 2","GPWS Modes On","GPWS G/S Visual Alert","VMO/MMO Overspeed"
"Frame-SF","Time","Status","FDC Event","SPD_MACH_A_M","ALT","FDC HAAL","RALT1","FDC Rate of Descent","CAS","GS","HEADING","ROLL","ROLL","EPR_1","EPR_2","PITCH","PITCH","PITCH","PITCH","LDG_LH","ELEV_L","ELEV_R","RUDDER","RUDDER","VRTG","VRTG","VRTG","VRTG","VRTG","VRTG","VRTG","VRTG","SP2_L","SP4_L","SP5_L","TAT","LATG","LATG","LATG","LATG","LONG","LONG","LONG","LONG","FLAPS","SLATS","GLID1DOT","LOC1DOT","ATS_ENGAGED","AP_1","AP_2","FDC Phase of Flight ID","REV_DEPLOYD1","REV_DEPLOYD2","GPWS_M_ON","GPWS_VA_ON","VMO_MMO_OVS"
"Frame-SF","Time","Status","","kts","ft","","ft","","kts","kts","deg","deg","deg","units","units","deg","deg","deg","deg","","deg","deg","deg","deg","g","g","g","g","g","g","g","g","deg","deg","deg","degC","g","g","g","g","g","g","g","g","deg","deg","dots","dots","","","","","","","","",""
2400-1,12:49,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.62,0.53,0.95,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,,-0.004,0.000,0.000,-0.004,-0.016,-0.012,-0.016,-0.020,10,18.0,-4.2,1.9,NOT EN,NOT EN,NOT EN,,,,,,
2400-2,12:49,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.44,0.44,0.96,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,30.3,-0.004,-0.008,-0.004,0.000,-0.020,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2400-3,12:49,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.44,0.35,0.95,0.95,0.95,0.95,0.95,0.96,0.95,0.95,0,0,0,,0.000,0.000,-0.004,-0.004,-0.016,-0.020,-0.016,-0.016,10,18.0,-4.1,0.8,NOT EN,NOT EN,NOT EN,,,,,,
2400-4,12:49,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.35,0.35,0.96,0.95,0.95,0.95,0.96,0.95,0.95,0.95,0,0,0,30.3,-0.004,0.000,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2401-1,12:49,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.35,0.35,0.95,0.95,0.96,0.95,0.96,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-4.0,0.8,NOT EN,NOT EN,NOT EN,,,,,,
2401-2,12:49,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.35,0.35,0.95,0.95,0.95,0.95,0.96,0.95,0.95,0.95,0,0,0,30.3,0.000,0.000,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2401-3,12:49,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.35,0.35,0.95,0.94,0.96,0.95,0.96,0.95,0.95,0.96,0,0,0,,-0.004,0.000,0.000,0.000,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,3.2,NOT EN,NOT EN,NOT EN,,,,,,
2401-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.96,0.96,0.95,0.95,0,0,0,30.5,-0.004,-0.004,-0.004,0.000,-0.016,-0.020,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2402-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,,0.000,0.000,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-4.0,2.5,NOT EN,NOT EN,NOT EN,,,,,,
2402-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.96,0.95,0.95,0.96,0.96,0.95,0.95,0.95,0,0,0,30.5,-0.004,-0.004,-0.004,0.000,-0.016,-0.016,-0.020,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2402-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0.95,0,0,0,,0.000,-0.004,-0.008,-0.008,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.8,1.2,NOT EN,NOT EN,NOT EN,,,,,,
2402-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.95,0.95,0.95,0.95,0.95,0.96,0.96,0.95,0,0,0,30.5,-0.004,0.000,0.000,0.000,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2403-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.96,0.95,0.96,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,0.000,-0.016,-0.016,-0.020,-0.016,10,18.0,-3.5,1.3,NOT EN,NOT EN,NOT EN,,,,,,
2403-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,30.8,0.000,-0.004,-0.004,-0.008,-0.016,-0.016,-0.016,-0.020,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2403-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.95,0.95,0.96,0.95,0.95,0,0,0,,-0.004,-0.004,0.000,0.000,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.6,1.2,NOT EN,NOT EN,NOT EN,,,,,,
2403-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.93,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,30.8,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2404-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.95,0.97,0.95,0.96,0,0,0,,-0.004,0.000,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.3,NOT EN,NOT EN,NOT EN,,,,,,
2404-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.95,0.95,0.96,0.96,0.95,0,0,0,30.8,-0.004,-0.004,-0.004,0.000,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2404-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.96,0.96,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.6,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2404-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.96,0.95,0.95,0.95,0.95,0.95,0,0,0,30.8,-0.004,0.000,0.000,-0.004,-0.016,-0.016,-0.020,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2405-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.96,0.95,0.95,0.95,0.95,0.95,0.96,0,0,0,,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2405-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.96,0.95,0.96,0.95,0.95,0,0,0,30.8,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2405-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.96,0.96,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.6,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2405-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.96,0.96,0.96,0.95,0.95,0.95,0,0,0,30.8,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2406-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.96,0.96,0.95,0.95,0.95,0.96,0,0,0,,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2406-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.96,0.96,0.95,0.95,0.95,0,0,0,30.8,-0.004,-0.004,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2406-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.96,0.96,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.3,NOT EN,NOT EN,NOT EN,,,,,,
2406-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.97,0.95,0.95,0.95,0.95,0.96,0,0,0,30.8,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2407-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.93,0.96,0.96,0.96,0.95,0,0,0,,-0.004,0.000,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.6,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2407-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.96,0.96,0.95,0.96,0.95,0,0,0,30.8,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2407-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.012,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0.95,0,0,0,,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.6,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2407-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,30.8,-0.004,-0.004,-0.004,0.000,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2408-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.6,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2408-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0.95,0,0,0,31.0,-0.004,0.000,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2408-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.6,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2408-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.96,0.96,0.96,0.95,0,0,0,31.0,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2409-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,,-0.004,0.000,-0.004,0.000,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.4,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2409-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.96,0.95,0.95,0.95,0.95,0.96,0,0,0,31.0,-0.004,-0.004,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2409-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.96,0.95,0.96,0.95,0.93,0.96,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.5,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2409-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.93,0.96,0.95,0.95,0.93,0,0,0,31.0,-0.004,0.000,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2410-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.95,0.93,0.96,0.96,0.95,0.95,0.95,0.96,0,0,0,,-0.004,-0.004,-0.004,0.000,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.6,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2410-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.96,0.96,0.95,0.95,0.95,0.95,0.96,0.96,0,0,0,31.0,0.000,-0.004,-0.004,-0.004,-0.016,-0.020,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2410-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.95,0.96,0.96,0.95,0,0,0,,-0.004,0.000,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.3,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2410-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,31.0,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.020,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2411-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.96,0.96,0.95,0.95,0.95,0.96,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.5,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2411-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.35,0.26,0.95,0.96,0.95,0.95,0.95,0.96,0.96,0.95,0,0,0,31.0,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2411-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.35,0.35,0.95,0.95,0.95,0.95,0.95,0.96,0.95,0.95,0,0,0,,-0.004,0.000,0.000,0.000,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2411-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.35,0.26,0.95,0.95,0.96,0.95,0.95,0.96,0.95,0.95,0,0,0,31.0,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2412-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2412-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.95,0.95,0.95,0.96,0.96,0.96,0,0,0,31.0,-0.004,0.000,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2412-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.35,0.26,0.95,0.96,0.95,0.96,0.96,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2412-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.95,0.93,0.96,0.95,0.95,0.95,0.95,0.94,0,0,0,31.0,-0.004,0.000,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2413-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.96,0.93,0.96,0.95,0.95,0.96,0.96,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2413-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.95,0.96,0.96,0.95,0,0,0,31.0,0.000,-0.004,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2413-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.96,0.96,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2413-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,31.0,-0.004,-0.004,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2414-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2414-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,31.0,-0.004,0.000,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2414-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,0.000,0.000,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2414-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0,0,0,31.0,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2415-1,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.95,0.95,0.95,0.95,0.95,0.96,0.95,0.95,0,0,0,,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2415-2,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.35,0.95,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,31.0,-0.004,-0.004,0.000,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
2415-3,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.95,0.96,0.95,0.96,0.95,0.95,0.95,0.96,0,0,0,,0.000,-0.004,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,10,18.0,-3.7,1.4,NOT EN,NOT EN,NOT EN,,,,,,
2415-4,12:50,,,149,-292,,0.0,,0,0,204,-0.7,-0.7,1.010,1.010,-0.7,-0.7,-0.7,-0.7,GND,-0.1,0.1,0.26,0.26,0.96,0.95,0.95,0.95,0.95,0.95,0.96,0.95,0,0,0,31.0,-0.004,0.000,-0.004,-0.004,-0.016,-0.016,-0.016,-0.016,,18.0,,,NOT EN,NOT EN,NOT EN,,,,,,
